dataset,nb_scenarios,P_dropout_pairs,P_dropout_altruistic,rep,time,miprelstop_setting,opt_val,VSS,rel_VSS
40,50,0.05,0.05,10,7.995653629302978,0.1,954.3599999999984,104.9799999999974,0.09909943927350787
40,50,0.05,0.05,11,4.864456653594971,0.1,1016.0399999999986,51.89999999999657,0.04859823585594397
40,50,0.05,0.05,12,7.348749160766602,0.1,949.5599999999984,59.099999999995816,0.05859258818630277
40,50,0.05,0.05,13,3.2777435779571533,0.1,881.4800000000002,128.24000000000035,0.12700550647704342
40,50,0.05,0.05,14,6.041494131088257,0.1,988.8199999999924,4.079999999991401,0.004109175143510391
40,50,0.05,0.05,15,18.96640706062317,0.1,943.2999999999994,-19.860000000001836,-0.021506540760636197
40,50,0.05,0.05,16,4.724542856216431,0.1,962.0399999999992,8.579999999997312,0.008839710700374342
40,50,0.05,0.05,17,5.339271068572998,0.1,1003.2800000000004,48.77999999999816,0.04636617683401919
40,50,0.05,0.05,18,5.673638820648193,0.1,921.6999999999956,39.23999999999387,0.04083501571377433
40,50,0.05,0.05,19,4.954607725143433,0.1,999.5399999999952,-30.38000000000659,-0.03134673325354632
40,50,0.05,0.05,2,10.96590256690979,0.1,970.179999999999,-18.060000000002447,-0.018968197286059016
40,50,0.05,0.05,20,3.8934731483459473,0.1,1077.960000000005,30.420000000004165,0.027445460943001418
40,50,0.05,0.05,21,5.420864582061768,0.1,1017.6599999999994,3.039999999997804,0.0029783481924148254
40,50,0.05,0.05,22,4.816473960876465,0.1,1035.860000000005,-19.07999999999447,-0.01876512126516481
40,50,0.05,0.05,23,6.313904047012329,0.1,991.559999999999,100.67999999999644,0.09217754339705271
40,50,0.05,0.05,24,13.094130039215088,0.1,970.6000000000006,67.419999999997,0.06495057898691466
40,50,0.05,0.05,25,5.576686382293701,0.1,1015.5400000000068,81.20000000000437,0.07403760234878233
40,50,0.05,0.05,26,9.957325458526611,0.1,1011.3200000000004,45.65999999999792,0.04319854680315427
40,50,0.05,0.05,27,9.013938903808594,0.1,923.2599999999978,24.17999999999654,0.025521405049392768
40,50,0.05,0.05,28,12.984991073608398,0.1,945.3199999999994,101.39999999999829,0.09687404463466687
40,50,0.05,0.05,29,11.938619375228882,0.1,988.939999999994,-1.4200000000080308,-0.0014379455606043938
40,50,0.05,0.05,3,9.686108350753784,0.1,954.7000000000004,47.07999999999731,0.04699634650322169
40,50,0.05,0.05,4,6.562118291854858,0.1,951.1199999999982,69.35999999999638,0.06796801505173716
40,50,0.05,0.05,5,5.458307266235352,0.1,1012.4799999999988,16.439999999997553,0.015977918594251846
40,50,0.05,0.05,6,5.604894876480103,0.1,1041.5399999999977,58.63999999999669,0.05330036903051954
40,50,0.05,0.05,7,12.272531270980837,0.1,1056.7800000000072,30.36000000000536,0.027926486009166262
40,50,0.05,0.05,8,16.90188717842102,0.1,954.4199999999988,7.599999999996953,0.007900043658132874
40,50,0.05,0.05,9,6.528019189834595,0.1,989.0199999999996,7.919999999997799,0.007944309587335064
40,50,0.075,0.075,0,32.97661471366882,0.1,853.4600000000031,81.42000000000439,0.08709139140852702
40,50,0.075,0.075,1,15.705072164535522,0.1,853.059999999992,43.87999999999136,0.04892188998148391
40,50,0.075,0.075,10,26.03061270713806,0.1,867.2599999999959,78.79999999999609,0.08329281440923066
40,50,0.075,0.075,11,23.794299602508545,0.1,887.5999999999954,44.419999999994616,0.04765992146090759
40,50,0.075,0.075,12,5.111255645751953,0.1,847.3399999999965,93.35999999999672,0.09924524290421749
40,50,0.075,0.075,13,8.352712869644165,0.1,918.0199999999998,200.5600000000005,0.17929875377711066
40,50,0.075,0.075,14,7.806466102600098,0.1,830.5600000000007,161.14000000000112,0.1624886558435019
40,50,0.075,0.075,15,21.55060148239136,0.1,908.2200000000008,83.74000000000069,0.08441872656155547
40,50,0.075,0.075,16,7.082392930984497,0.1,882.7599999999967,84.41999999999746,0.08728468330610431
40,50,0.075,0.075,17,5.314699172973633,0.1,902.6999999999982,74.81999999999823,0.07654063343972349
40,50,0.075,0.075,18,12.205549955368042,0.1,879.7399999999899,-9.52000000001226,-0.010939762358958084
40,50,0.075,0.075,19,29.843303442001343,0.1,910.0200000000036,12.400000000000093,0.01344290019730713
40,50,0.075,0.075,2,26.20023775100708,0.1,831.4999999999997,70.49999999999989,0.07815964523281588
40,50,0.075,0.075,20,6.596988201141357,0.1,839.5000000000002,51.09999999999991,0.05737704918032776
40,50,0.075,0.075,21,19.851704120635983,0.1,812.9200000000006,100.46000000000116,0.10998708095206919
40,50,0.075,0.075,22,19.72799515724182,0.1,868.0800000000028,90.38000000000328,0.09429710160048693
40,50,0.075,0.075,23,5.391307830810547,0.1,860.2000000000004,22.35999999999956,0.02533538796229102
40,50,0.075,0.075,24,65.28990292549133,0.1,843.6400000000014,78.38000000000193,0.0850090019739286
40,50,0.075,0.075,25,10.127795696258543,0.1,870.6000000000008,22.999999999999773,0.025738585496866334
40,50,0.075,0.075,26,7.774712085723877,0.1,926.6199999999936,45.47999999999149,0.046785310153268374
40,50,0.075,0.075,27,16.038701057434082,0.1,851.2800000000021,109.38000000000228,0.11385922178502465
40,50,0.075,0.075,28,11.505287647247314,0.1,924.6200000000032,80.08000000000209,0.0797053846919495
40,50,0.075,0.075,29,27.76188349723816,0.1,838.9999999999965,70.0199999999968,0.07702800818463545
40,50,0.075,0.075,3,4.9291160106658936,0.1,869.76,70.41999999999939,0.07490055095832653
40,50,0.075,0.075,4,13.636877059936523,0.1,812.1199999999982,170.49999999999773,0.17351570291669052
40,50,0.075,0.075,5,15.59803581237793,0.1,847.3400000000022,44.18000000000154,0.04955581478822837
40,50,0.075,0.075,6,11.166738510131836,0.1,822.7399999999993,114.67999999999938,0.12233577265259919
40,50,0.075,0.075,7,6.996327638626099,0.1,856.2200000000029,129.4400000000038,0.1313231743197481
40,50,0.075,0.075,8,23.575167179107662,0.1,928.199999999986,154.57999999998594,0.14276214928239342
40,50,0.075,0.075,9,18.301034927368164,0.1,883.3999999999993,106.13999999999908,0.1072619601026732
40,50,0.1,0.1,0,20.668070793151852,0.1,870.8999999999945,105.1999999999947,0.10777584263906963
40,50,0.1,0.1,1,24.009461402893063,0.1,834.7399999999965,87.29999999999688,0.09468135872629985
40,50,0.1,0.1,10,18.8795006275177,0.1,800.3000000000023,62.26000000000238,0.07218048599517951
40,50,0.1,0.1,11,102.52901792526244,0.1,822.2199999999979,59.19999999999811,0.06716434843774634
40,50,0.1,0.1,12,10.049858808517456,0.1,807.1999999999961,110.21999999999616,0.12014126572343865
40,50,0.1,0.1,13,11.212271213531494,0.1,750.4399999999964,125.679999999997,0.14345066885814495
40,50,0.1,0.1,14,8.254856824874878,0.1,778.7400000000019,112.16000000000328,0.12589516219553556
40,50,0.1,0.1,15,13.288952827453612,0.1,827.8999999999459,164.23999999994635,0.1655411534662086
40,50,0.1,0.1,16,31.32501482963562,0.1,780.9199999999958,74.49999999999636,0.08709172102592533
40,50,0.1,0.1,17,31.02756381034851,0.1,786.0200000000019,131.32000000000266,0.14315302941112565
40,50,0.1,0.1,18,30.23733401298523,0.1,760.699999999999,155.25999999999942,0.1695052185684961
40,50,0.1,0.1,19,24.376876831054688,0.1,711.8800000000003,67.94000000000028,0.08712266933394915
40,50,0.1,0.1,2,13.974488973617554,0.1,737.1000000000006,174.91999999999973,0.19179403960439428
40,50,0.1,0.1,20,8.50173020362854,0.1,730.8599999999958,162.41999999999507,0.1818242880171914
40,50,0.1,0.1,21,19.045348167419437,0.1,742.4,129.37999999999977,0.14840900227121498
40,50,0.1,0.1,22,7.883014917373657,0.1,783.7399999999948,131.7799999999943,0.1439400559244974
40,50,0.1,0.1,23,38.9772937297821,0.1,749.7600000000003,115.86,0.133846260483815
40,50,0.1,0.1,24,10.562747478485107,0.1,826.3,118.540000000001,0.12546039541086415
40,50,0.1,0.1,25,19.87975549697876,0.1,795.4599999999996,177.23999999999967,0.18221445461087674
40,50,0.1,0.1,26,35.02258610725403,0.1,828.660000000001,200.66000000000145,0.19494423502895208
40,50,0.1,0.1,27,26.99575638771057,0.1,791.5399999999073,95.2999999999073,0.10746019575112446
40,50,0.1,0.1,28,9.64519500732422,0.1,829.9000000000015,71.1000000000023,0.07891231964484129
40,50,0.1,0.1,29,82.33689522743225,0.1,795.8600000000013,114.7200000000022,0.12598563552900544
40,50,0.1,0.1,3,29.65840172767639,0.1,826.500000000005,164.58000000000675,0.16606126649715947
40,50,0.1,0.1,4,11.184136152267456,0.1,740.2800000000004,128.60000000000025,0.14800662922382854
40,50,0.1,0.1,5,92.1926760673523,0.1,872.5399999995991,87.01999999959901,0.09068739839058707
40,50,0.1,0.1,6,18.16418838500977,0.1,796.5800000000031,135.98000000000388,0.14581367418718674
40,50,0.1,0.1,7,17.242143869400024,0.1,790.1200000000003,64.90000000000055,0.0759046572010017
40,50,0.1,0.1,8,6.255277395248413,0.1,757.1600000000014,132.74000000000103,0.14916282728396524
40,50,0.1,0.1,9,18.349136352539062,0.1,762.3400000000025,109.1400000000034,0.125235232019097
